time_s,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm,contact_ground_truth,Fz_moving_average_N,Fz_butterworth_N
0.12,-0.24002537737215618,-0.1419824035203926,-0.1363615667650972,-0.016913660966529624,-0.0021022401052284787,0.009988526246059247,0,0.038099035056684154,0.07494075818234386
0.125,-0.2649262232383534,-0.15435815088181476,-0.10913049567310319,0.0011274049004730857,0.014092485370195026,-0.00431405985296656,0,0.041260301722654505,0.07835003374041277
0.13,0.1017276081857585,-0.1030118422356004,0.20098733732411975,-0.0016851735190997837,0.006397687006119377,-0.0023367709041716292,0,0.07661777863030371,0.08098821335651554
0.135,-0.468339896709304,0.10155370273440069,0.14314721166772437,-0.0038987135699630514,0.023202880767744564,-0.01273198108735699,0,0.06873319850948895,0.0828264827354859
0.14,0.036973894853026795,-0.027028665011958136,0.1602606533391807,0.007871014239614092,0.0010393820433571164,-0.005709007014767162,0,0.07137333221540665,0.08387195209677693
0.145,-0.0860549503956884,0.03142313680163012,0.16715381586040853,-0.021236989269744808,0.0039012215251630422,0.0041286086107124,0,0.042134236641526324,0.08417943080286622
0.15,0.2354843892383838,-0.19588854560676186,0.7665051180356837,-0.0014304061527319568,-0.0017958658201524882,0.002564815650838879,0,0.05495529128945944,0.08385666916747897
0.155,-0.08882427764769762,-0.07386275246735123,-0.12475504567107612,0.014347782769049142,0.005702369084602839,0.0047961359205260954,0,0.07175907152450792,0.0830602786971155
0.16,0.11870715856534127,0.09396122587917446,-0.16123324135358133,0.016748462037985978,0.001852343638899565,0.004407858287565363,0,0.09374203459848746,0.08198163267009159
0.165,-0.07144449142280249,0.09519239330828828,-0.266207493862194,0.006277877038092432,0.004183329353791217,0.016701712290361232,0,0.06126238514022687,0.08082481652644437
0.17,0.02047466762750582,-0.11593181251006528,0.23476674159771702,-0.005915103074060091,0.007813598216238463,-0.00598287061957528,0,0.0685904575941857,0.07978090985230182
0.17500000000000002,0.1326305755656092,0.02586598182072858,0.4148749563161544,-0.005711376019958094,-0.020250995332472554,-0.012955389947478307,0,0.07868891105127473,0.07900320055710029
0.18,-0.08326002893842442,0.3518156565571732,-0.019586526620929235,0.005766133474872909,0.0011850661172888703,-0.00840442396857219,0,0.08923873711303312,0.07858654924688144
0.185,0.1793798792097127,-0.002815668680902102,-0.27319954212223374,0.005367680762156509,-0.019219861314747243,-0.005629214686652732,0,0.09573348407651282,0.0785527439553988
0.19,-0.17886561787916697,-0.11090991138279126,-0.26715335581981653,-0.010845185839163943,0.008132988712423857,-0.007794615492935288,0,0.09381099680035204,0.0788434599934082
0.195,0.053026711660508236,-0.02780198229794564,0.24968208591268656,0.006879188623055169,0.01482850040872173,0.0007492867811588334,0,0.0990287248910431,0.07932259376675692
0.2,0.1660751501018135,0.014748337204293287,0.28267279828931835,0.02170031361014057,-0.00972310232252409,0.01002123924445617,0,0.0932312442349258,0.07978879470277347
0.20500000000000002,0.11880674852226028,-0.0241869409104879,0.21319674021328217,-0.0012235058740361479,-0.002291682152695656,0.012317272583759318,0,0.06137093766960927,0.07999689999869607
0.21,0.34496007781237387,-0.005016752108240287,-0.2092770715052696,-0.013569366835539061,-0.0027839351851548268,0.004034468014772835,0,0.0800893572300015,0.07968517178829672
0.215,-0.1374190771159189,-0.23095148750989436,0.10546603272073932,-0.019221234650911488,-0.01655465700418768,0.017130177723632123,0,0.06411165887228673,0.07860491567897773
0.22,-0.2482468652427458,-0.1540208760137522,0.06560750237668359,0.003915133616771951,0.002226301135840496,-0.0028509844525313527,0,0.07331637603649484,0.07654975462113855
0.225,-0.1789803195291215,-0.02389363793143961,0.1018660255620646,-0.0011948027378904263,0.009014566178602147,-0.013060152336019412,0,0.05486280744296586,0.0733822762274914
0.23,0.11887966197871866,-0.026442875203589872,0.33088227659371344,0.008107237080550783,-0.03253633711593431,0.008425424543105357,0,0.024482666848673756,0.0690554873407996
0.23500000000000001,0.08962612816848815,-0.09059028397760009,0.10469746614450902,-0.007601099591033497,-0.012456868775804358,-0.014708755133992502,0,0.022218631035095547,0.06362609071924215
0.24,0.01840619873653484,-0.02832217377222991,0.2646152151530017,0.007598181131092569,0.010456393771716848,-0.006040024181598434,0,0.06363934368941762,0.05725681783324616
0.245,-0.20213226883928337,0.009762376866272857,0.05120420273806271,-0.0013389323128404332,0.01609393706968575,0.004160897859382371,0,0.06347184217808972,0.05020618222542021
0.25,0.13803611279923095,0.14230615304392405,0.12929898672935314,-0.00376738672714139,-0.0003979011102759264,-0.0008190518403902462,0,0.06958707380932595,0.042805817537429916
0.255,-0.22044685997709726,-0.01587387763616814,0.2496133455367683,-0.004406831728928049,0.015435382198744692,-0.001527622102972047,0,0.027685243598703797,0.03542756357966284
0.26,0.20861092482784196,0.06385651284772051,-0.4807872085078769,-0.010374130733039352,-0.004107285400620622,-0.00944632026256005,0,0.012874491350630186,0.02844428306836375
0.265,0.5143389161651757,-0.08665604822942737,-0.08211315057803187,0.01772719438008043,-0.009876218410532125,-8.641911546669609e-05,0,0.027923614135980566,0.022189793965515094
0.27,0.06596120638287908,0.09153531577575712,-0.1343046302728624,0.0013245647588090576,-0.005135373279892511,0.008029299909902334,0,0.03467378696498594,0.016923902853236868
0.275,0.10495946441839375,0.06011684761797707,-0.19272785556968747,0.007948062077271386,-0.0019906571033308845,0.00015974333228815135,0,0.04563192867564755,0.012807792517377403
0.28,-0.08871475840120069,0.1385307205087711,-0.06486724289249321,-0.0019054233159887155,-0.0036622611121222026,-0.006641807037128487,0,0.056241698244508566,0.009892888635562308
0.28500000000000003,-0.3258383977956269,0.11415367399111805,0.5552147109642074,-0.00766543637002028,0.022409985375691943,-0.009980307684778644,0,0.035441806570245045,0.008123514983164312
0.29,-0.10848948534544002,0.09419769966098337,-0.2705033860463743,1.6137382345232567e-05,0.018470278655385218,-0.006476756663644629,0,0.02399007825127139,0.00735115627156145
0.295,-0.19672114339777488,-0.015746785385244842,0.37198671853741083,0.010618255699160865,0.01970076230890398,0.0031386700193148675,0,0.027675560577644035,0.007356826834601276
0.3,-0.2604608237547028,0.03919027632711491,-0.5553638059231245,-0.004227561005804964,0.00373273709586246,0.002748818098877681,0,0.023696526692604726,0.007878230831262616
0.305,0.31002478955921686,0.17016142855224423,-0.08301830474819005,-0.004451284013488049,-0.018838484080427383,-0.006404056804765349,0,-0.0031366220051023343,0.008639508424302679
0.31,0.04911525324463914,-0.1043319311044471,0.0917053842017379,-0.0010536558339197429,0.011296279010162459,-0.017686075375856466,0,-0.03346622267345913,0.00938209515417147
0.315,0.06834376451051706,-0.1005452445914985,0.24046948930084672,0.0024765948923899787,0.0033887590905986157,0.003360102109377319,0,-0.023506431034427785,0.009894654799012087
0.32,-0.05562402573532491,0.029029023672057917,0.2847703365899158,0.01715420728033328,0.004954564187296172,-0.007181659191802008,0,-0.008662389479372253,0.01003854144276722
0.325,-0.03111679483981854,0.06644475044247256,0.3140614169392849,0.005198623544786762,-0.0054028170042569,0.005512499832122268,0,0.0026105592417659455,0.009764217957704772
0.33,0.17361912280308,-0.1318570398822407,-0.08511555689155714,0.003143500788256332,-0.000951935557724751,-0.006048877137021998,0,0.026422879011730478,0.009114735532863304
0.335,-0.005820681365138779,-0.011962010146129338,-0.12433710023496396,0.006893702115549983,-0.010678160155665185,-0.007903203629358469,0,0.024308889871685304,0.008214783011115716
0.34,0.09552490884445189,-0.015039803876605567,0.3383248616804549,-0.011906148916241442,0.0034748762954567632,0.0012253752580766745,0,0.001469275550680495,0.007246852260634919
0.34500000000000003,-0.035280773612102856,-0.35444481849655535,-0.028376474962723545,-0.018494441167109327,0.014847290204425191,0.018861593840210952,0,0.028116029478907564,0.006418487631512479
0.35000000000000003,-0.061587520331768494,-0.035135038281401555,-0.4073639872247881,-0.011717338853091543,0.01815808104903258,0.005992239928932586,0,0.006303927042691776,0.005925964032802918
0.355,-0.25324454980833516,-0.025170853255754605,-0.3569786678303676,-0.01395072888831032,0.014682577035348214,0.0010897543936468144,0,0.04429349585793046,0.005920405671057858
0.36,-0.35599483122608305,-0.025646870851683063,-0.28159137572725,0.00731342697741196,-0.0031403705594287255,0.002870812291047746,0,0.03911550125243232,0.006482299843524694
0.365,-0.04708114219195232,0.2265462839323629,0.21476768052307887,0.008564158014946626,0.003385735575218785,-0.01400892689188478,0,0.030458534071530912,0.00760883841777648
0.37,0.010169404558781884,-0.19452772776142005,0.09115434414990156,-0.004068232563121006,0.021091735303813676,-0.008978722966020451,0,0.014063308595269743,0.009215314308761161
0.375,-0.23150340660758234,-0.13193961139273802,0.28351853982960323,-0.029225655438841137,-0.0017410137061953717,-0.020087430920377115,0,-0.018766854919803778,0.011148141078411547
0.38,-0.006205475706233918,-0.41795132773109345,-0.10714702569339671,0.010105985392908847,-0.00040565145791515256,0.013838991156612981,0,-0.023585508455605555,0.01320472506654176
0.385,0.009675461338290364,-0.07694666658786252,0.09842242454411108,-0.01086638670623212,0.013844979677861061,0.012219088233245988,0,-0.02515505445689377,0.015155173098046343
0.39,-0.3880814410906882,-0.06330296866016015,0.262431692518167,0.018935553342885575,0.017813782453456502,0.0031425482097192786,0,-0.016303551005526284,0.016762035019688065
0.395,-0.1647224387063102,-0.081596348213481,-0.0642553301869048,-0.016532323511850185,0.029743236406040353,0.001080920824673638,0,-0.022363976279334872,0.017795854199571994
0.4,0.07330750087238433,0.1772283743174016,0.20442757038164924,-0.0036933022276303294,-0.009527918858457414,-0.01241272001998064,0,-0.010661390470740674,0.018045697904519473
0.405,0.0696705712912339,0.13769880357391412,-0.1865781968581527,-0.01858602373574845,-0.011987674996145236,-0.0017543996820055287,0,0.02384719488144489,0.017325157943497975
0.41000000000000003,-0.2076614849519569,0.012457075882768662,-0.08143395941629042,0.003932676656496191,0.018471098906910448,0.014339135027231139,0,0.04249542350619097,0.015475586412754913
0.41500000000000004,0.02852064908995229,-0.05929808856637796,-0.08743502022437663,-0.012495020422271772,-0.012814405755413927,0.0010513279855657144,0,0.051716671817696264,0.012369207621961432
0.42,0.18403330056488498,0.16419034689709822,-0.3718329337115547,-0.006625242868556086,-0.007488678905121913,-0.00451717172969517,0,0.04215919162775179,0.007914784007015023
0.425,0.13987313261836168,-0.003161257573736261,0.21768834622324934,-0.013804173611087382,-0.0048526594271466154,-0.014064565280028907,0,0.010675630283947055,0.002067532471527621
0.43,-0.01715144166250822,-0.13092320622695325,-0.11650647691732141,0.0045004704717048,0.010874437983734468,0.011042445821846441,0,-0.026195757573502704,-0.005156828895753046
0.435,-0.08423573639837263,-0.27459978839752824,0.0526929687923858,0.00024964180573726433,0.008669751772203648,-0.0005606704082212506,0,-0.04133018052413639,-0.013666149295670688
0.44,-0.1132820071802108,-0.07061031902330923,0.21711635620428293,0.016355080935205123,0.00796910935717495,-0.014053870826902634,0,-0.06102122841409739,-0.02327800005360228
0.445,0.08420756092373827,0.12074297874761739,0.2056752412091604,-0.0038384917420392984,-0.006550535606728816,-0.007394125456572336,0,-0.06443848552833653,-0.03371267585655868
0.45,0.03511871516571984,0.36424619032689437,0.28280771981892316,0.011294348468640364,0.011096478735847836,-0.010220304138865042,0,-0.07433697671067757,-0.044597449440470074
0.455,0.11329272109839607,0.009857655390316147,0.015985904664553928,-0.01264691058926161,0.03685945879432077,-0.0010539482056957756,0,-0.08841526578031425,-0.05548491923685662
0.46,0.023737286361807355,-0.1224568824192487,-0.09716640949714414,-0.006411812287834398,0.006200702398374936,0.0016587117569025489,0,-0.05356265745198064,-0.06588557248417204
0.465,0.14737751106253952,-0.18959443332547424,0.023618076724189266,-0.009928313965948631,-0.0034246032564078208,-0.004025736514228198,0,-0.052912146183864486,-0.07531133995119757
0.47000000000000003,0.017026655932386028,0.08831278340889581,-0.538516882726193,0.006852319160176604,-0.013489429387893187,0.0062163727718950535,0,-0.03279425040199583,-0.08332387365427651
0.47500000000000003,0.14124396890370355,-0.28233856838148297,-0.4539092173193917,0.0031117538546448368,-0.01061213356028264,0.0006304179237795334,0,-0.02767514161983462,-0.08957939500586912
0.48,0.156748098665995,0.08805521622478212,-0.40983548470607045,0.012112047313934553,-0.006839545299452891,0.008498499082177039,0,-0.03926283625160014,-0.09386178571374013
0.485,-0.14481479344046644,0.13083385700206596,-0.295398533255109,-0.005157276297124459,-0.0010015585994573332,-0.002857552624645751,0,-0.04714495107927979,-0.09609743511097929
0.49,-0.3254659284367343,0.06980471251725825,0.19408655023338442,0.011729796859161451,0.009603199507833546,0.024362604736089165,0,-0.05276870518495034,-0.09634904563044544
0.495,0.2778287140826196,-0.03514586751016919,-0.26222515383372563,-0.0013194980588322005,0.009445299345594288,-0.004515909787791661,0,-0.045949173393007504,-0.09479010790689477
0.5,0.046198571528207104,0.09039050456749033,-0.0771382110110847,-0.0009862063447828914,0.011085712027846127,-0.007226639934046975,0,-0.08346514383790084,-0.09166557512626823
0.505,-0.3086074611893019,0.027350139380527994,0.5104739697085197,-0.006401361383675984,0.007669896670996514,-0.00821040440076606,0,-0.08698131779894201,-0.0872464133487451
0.51,-0.128487509499368,-0.1244998146976947,-0.06842373405396743,-0.008711853311057888,-0.008228174161677567,-0.0016875258124344427,0,-0.08057258542352284,-0.08178617300941285
0.515,0.1389373726265691,0.29606597158000414,0.31492289541299656,0.02482478775146244,0.009205555250227059,-0.01375628872692627,0,-0.08303842161946542,-0.07548681095867293
0.52,-0.05034182960392074,-0.056268700737682614,-0.2694507580683303,0.0016673901464981703,0.0010197121535039776,0.0023565027506224855,0,-0.1064261010482937,-0.0684787459276642
0.525,-0.09217105547744286,0.12412036807198551,-0.014065546412061036,0.004849127676811687,-0.014499872591700264,-0.015242430156518456,0,-0.07511302840954306,-0.06081687333294888
0.53,0.252158734856334,-0.38697828523131433,-0.27414877347091443,-0.012296925716152327,-0.0004404608607596573,0.0012933673924578491,0,-0.058533046989101466,-0.05249101194386779
0.535,-0.18851168634908588,0.20423534124494866,-0.05978211332102526,0.029565669645504,0.01591221743280723,-0.010810013952770826,0,-0.030793160023972258,-0.04344711252301504
0.54,-0.1436676043958701,0.23500219914473308,0.35350699204313984,0.018925159867082573,-0.019949055917470586,-0.003050347259040742,0,-0.012438950857364121,-0.03361493364199126
0.545,0.038049565508688155,0.004773405940262115,-0.5446441676887063,-0.0070912859994813745,-0.009387033386589678,0.004836323193058875,0,0.009115267606689749,-0.022938320647414696
0.55,0.0702818877696988,0.08940336555804136,0.21248424059809945,-0.0005010664080952079,-0.003212996746168104,0.01843230147101083,0,0.021290716746903377,-0.01140483440289784
0.555,0.08934174618133167,0.08936242905721004,0.14416055217293725,9.161529272114742e-05,0.004664856727646225,-0.008624004166249255,0,0.010514789426456972,0.0009282343046906512
0.56,0.16402284802241043,-0.10284537114251588,-0.14648313341599567,-0.0011124144957369026,-0.010078151286914024,-0.0012025395954111345,0,-0.008567810469644275,0.01391431134374724
0.5650000000000001,0.035744151722673034,0.08753956887029445,-0.4441355118523759,-0.004823770704556991,-0.009393743571419555,-0.005790069398204338,0,0.0020324529539010342,0.02730714874122881
0.5700000000000001,0.08808910900891365,-0.12938087517960886,0.08774457004881951,0.0011536433541267446,0.004629019226535415,-0.006958962580486365,0,0.013426537960677868,0.040762088169633476
0.5750000000000001,-0.046657666676714976,-0.09740110778325217,-0.12230958891055992,0.012085853625811839,-0.003283493732840142,-0.005719786639756356,0,0.04489323466357655,0.05385075942270468
0.58,0.011285694582608563,0.18031090291396779,0.14496225459651363,-0.008628508517192438,0.005081975668008714,0.006592531805095513,0,0.05524668426734262,0.06608923434115337
0.585,0.019356152409654194,0.15594523051203243,0.07168565007705378,-0.00738283660811986,-0.011695841122035531,-0.0039044469138430375,0,0.09799202064577249,0.076977167048577
0.59,0.03871766444742649,-0.11302008033852681,0.6251709195144617,-0.0076570875614362394,-0.014684860125786781,0.01799450158616684,0,0.08363298958093844,0.08604328519005698
0.595,0.13905716536489693,-0.1173722149601665,-0.018716171029452985,-0.00730226097508246,0.003380976614757063,0.0033278340471578722,0,0.05824227538037046,0.09289158683458813
0.6,0.09992622275006958,-0.10329545639322754,-0.2926567574200128,0.01740227233762862,-0.0004725875793299486,-0.008080085289392601,0,0.07276471305727865,0.09724302299368034
0.605,0.007959060522032957,0.11722233063447852,0.12882197178649465,0.01294765046601035,0.008985785516701083,-0.0029336414571606187,0,0.05884910896338772,0.09896893737581168
0.61,-0.14564267728938715,-0.15999756492966355,0.14358153441693877,0.005443284397941052,-0.0009566496905328032,-0.006414775920319915,0,0.03110427431483003,0.09811392356293161
0.615,0.012180826451287718,0.057074022245752414,0.5428045955485332,-0.0012168063789901949,-0.008316477818336084,0.006400549223573711,0,0.05312364362102189,0.09490592186322466
0.62,-0.005043201281233908,0.11949548970148714,0.3598831759896435,0.00012425317466903786,0.013758484913846125,-0.013110237252522023,0,0.0750464127236332,0.08975062479288476
0.625,0.034772684366375706,-0.014119272046896019,0.19300344566326028,-0.014870035938826387,-0.016272768170935974,-0.010727611043486482,0,0.048549733186221404,0.0832071820535424
0.63,0.39717455528527235,0.16161019149838843,0.5807579540976828,0.011857657067937885,0.0005993704332480764,-0.004732368949993132,0,0.04054695465355741,0.07594398707682566
0.635,-0.09427910013742237,-0.048689627118366795,-0.3469627346177062,0.003693305370128684,0.0160334200789465,0.005463574345106604,0,0.0424643750843933,0.06867678657250487
0.64,0.07601202344256472,-0.0342168961590263,-0.15430729196821943,0.012004551242807178,0.006320534439383812,0.00986448219858218,0,0.05725096094900483,0.06209536699861298
0.645,0.19232317210397365,-0.15635939698109705,-0.2541954141505427,-0.0060172820580891,-0.01264777033322369,0.011044337526182746,0,0.06466341897111665,0.05678833719049351
0.65,0.01764034453788892,0.16274837561923286,-0.0658278412797189,0.0026509179284768527,-0.008694448703390261,0.004238412159580243,0,0.12034454104769754,0.053176871500448135
0.655,0.42081212145098973,-0.12264327151661926,-0.4107361407982166,-0.0013656265023091242,-0.014724921373511685,-0.0006631162908641604,0,0.14600671801329632,0.05146715023556617
0.66,-0.06804707251166581,0.05596349083440948,0.2939042527078414,0.010318063025931192,-0.010908984592964022,0.006357006498511941,0,0.12605027629596688,0.05162816308668952
0.665,0.058336060017608465,-0.011410570740149562,-0.005680129800149508,-0.014987420489478528,-0.011367021788064221,-0.009156004939453684,0,0.08538630956637873,0.05339770725532925
0.67,-0.14378503408073676,-0.16844529009786602,-0.44218902069941624,0.003149429084937096,0.010760893937512565,-0.014757257776129813,0,0.06678124184073912,0.056315863943946366
0.675,-0.06327445232579276,-0.09745650301173132,-0.28236515956383973,-0.0026413681970215886,0.008391724712015353,0.003493100621491912,0,0.03843506217078208,0.05978249359233781
0.68,0.04480810387139842,0.22125955824651744,0.18331066321323145,-0.005054883723374027,-0.011839991381491515,-0.0080454273371908,0,0.02541476790412989,0.0631330299620208
0.685,0.15233473121539134,0.03226520682151689,0.3674173673692842,-0.020039427356002743,0.0021911774165390054,-0.0005224538573238467,0,-0.01041206735060902,0.06572419316689364
0.6900000000000001,0.05743707012424335,-0.1614640546186947,0.7734200799566978,-0.005401338484250902,0.0028199209536707605,0.0009570161269825161,0,0.008419055914666036,0.06701813376490244
0.6950000000000001,0.22664067288025247,0.04885252597579069,1.0949062705021648,0.01569844298213547,0.008299642359363462,0.0019849564734263727,0,0.03875991611837319,0.06665156177338075
0.7000000000000001,-0.017093755906680913,-0.023378245055127218,0.22058678189196285,0.01616239054103577,0.006204177095875643,0.007502332308200416,0,0.0582128364080941,0.06447771962161321
0.705,-0.059790335371020964,0.552647424359069,-0.270306862560094,0.017369947715677687,0.012379520598474409,0.006656601506333851,0,0.06274681978624547,0.060574473863382425
0.71,0.48671731931028955,0.04561981461476359,-0.6696978001748245,0.020760552003791566,-0.009830743670006574,0.0015600005373415217,0,0.06920223130985322,0.055219912530143384
0.715,0.07096277689956554,-0.06089997553061832,0.17070324103574086,-0.001951910217832907,0.007670407789984914,-0.0035361222437552448,0,0.02926639904257478,0.0488442561718352
0.72,-0.12950667827613857,0.22720446684593668,-0.2070404174094975,0.015213147187576229,-0.008985971217393593,0.0008620967094105673,0,0.02513007797495296,0.04197031061705035
0.725,-0.12496747720465239,-0.2945657867668553,-0.06740243966978343,-0.011876453558235654,0.0025315797450304375,-0.004769683333399372,0,0.050412066043653184,0.03515345999449503
0.73,-0.16968238461564128,0.015091225020975593,-0.13577875099709513,-0.004768707767317097,0.00470064385619394,-0.0015714313760493675,0,0.09960644153920634,0.02892849433363567
0.735,0.16858248405422183,0.3191085591489716,0.029659730687794844,0.0012026228099179283,-0.007494973990979478,0.020945387388643308,0,0.09688161008988,0.023766856824612603
0.74,-0.06558791272078353,-0.01859188549756065,0.4525099121059238,-0.02107008660868214,0.0064065036847907614,0.0014575176070683237,0,0.09989307517016068,0.02004508891129481
0.745,0.02292524561816741,-0.2773281671436926,0.13486299164387527,0.0059377184208768,0.005656039176412487,0.0036019601363003876,0,0.05669222515454106,0.018023349200358797
0.75,-0.011431561398888368,-0.06334687430569563,0.02485182628330857,-0.007999996249022553,0.004265517612678135,-0.005643845192242897,0,-0.014558402177940709,0.017832193638414314
0.755,0.13166863342936821,0.2327228865534459,-0.28162791032606155,-0.002196315633715816,-0.005719497815094425,0.008160587331438944,0,-0.03822276749315469,0.01946669257171147
0.76,-0.15241393671912362,0.060171135411323386,-0.5048123926377273,-0.01029543843084367,-0.0027848826968775407,0.006082179381307395,0,-0.03312110882865438,0.022788823621879256
0.765,-0.19360301150574277,-0.13421697752200284,-0.08840655115258604,-0.0053990188034129015,0.016779951086734624,0.006138820437240679,0,0.0419129669143899,0.02754029671967199
0.77,0.040373515292686964,-0.10963884914864384,0.06345074067458839,0.01489395187688133,0.0022861227073577416,0.0017191299740277062,0,0.023327636017441356,0.033367091537090394
0.775,0.10817267124598146,-0.08955204338397015,0.7015223503472234,0.01869898742362792,-0.013431318721373528,0.008273520766134166,0,0.05270038716414055,0.03985401422289361
0.78,0.05985581635757534,0.05779166144863939,0.12881403422670465,-0.015163877221804848,-0.0037325499072234977,0.010173481573077866,0,0.04463946212862108,0.046564174435057955
0.785,-0.14570167123751895,0.2141113812701845,0.42764666897489756,0.0018083045719917892,-0.013061946639948044,0.002264791354794361,0,0.07212405327805418,0.05307668298868083
0.79,0.12194727157645088,0.16838768204786736,-0.0905969203556944,-0.006133885649740301,-0.0033047120038190974,-0.0009168988720025824,0,0.08179371936551802,0.05901720943250605
0.795,-0.13389496687721417,0.07296194913746055,-0.33010627614747046,0.011707426140551713,0.0020330495803304654,0.007156567920918086,0,0.060865893345640965,0.06407952464296446
0.8,-0.093876956061549,-0.21306316160919733,-0.25270052441231666,-0.0024606435672906665,-0.002928360821706908,-0.00723300245247795,0,0.05787099134430818,0.06803975442113999
0.805,-0.16991163444996038,-0.2124692022389506,-0.1682736892700878,-0.011677423329772115,0.020943350931534106,-0.005743682244922613,0,0.04965390273305982,0.0707668381880373
0.81,0.23420850275736554,0.08532032339420213,0.8309837146860608,0.0028587388907652437,-0.01858779627814209,-0.00042640274307921067,0,0.07604848100128143,0.07223177356517224
0.8150000000000001,0.11401587738492285,-0.2152753756692631,-0.20100337690322992,-0.010156070605808663,0.003643453195275669,-0.013930856547505163,0,0.09785637675293873,0.07251543685715993
0.8200000000000001,0.1088988076221972,-0.036090723370976685,0.3804146055244862,0.015240192859474548,0.018600117380652818,0.006620762188507395,0,0.08538059389609153,0.07181219693260148
0.8250000000000001,0.22449805580564106,0.048664071389788316,-0.22862094038017278,0.006686196934905092,0.004037737362997648,-0.0077033110997265855,0,0.06441857849507471,0.07042592034282784
0.8300000000000001,0.5062768646829702,-0.1820150392580302,0.41391307199156707,0.0021478582277136248,-0.015503693761466774,-0.003771928172014055,0,0.03695955244024796,0.06875617980304548
